GEOID_2019,ST_ABBREV,TURBZNAME,TURBZCODE,TLIFENAME,TLIFECODE,TSEGNAME,households,urbanization,lifemode,segment
240037312025,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240037312031,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240037312032,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240037312033,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240037312034,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240037312035,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240037312041,MD,Urban Periphery,2,Middle Ground,8,City Lights,33,Urban Periphery,Middle Ground,City Lights
240037312042,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240037312043,MD,Urban Periphery,2,Middle Ground,8,City Lights,33,Urban Periphery,Middle Ground,City Lights
240037312044,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240037313031,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240037313032,MD,Suburban Periphery,4,Affluent Estates,1,Exurbanites,5,Suburban Periphery,Affluent Estates,Exurbanites
240037313033,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240037313034,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240037313061,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240037313062,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240037313063,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240037313064,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240037313065,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240037313071,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240037313072,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240037313073,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240037313081,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240037313082,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240037313091,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240037313092,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240037313093,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240037313101,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240037313102,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240037313103,MD,Suburban Periphery,4,Family Landscapes,4,Home Improvement,14,Suburban Periphery,Family Landscapes,Home Improvement
240037313111,MD,Suburban Periphery,4,Family Landscapes,4,Home Improvement,14,Suburban Periphery,Family Landscapes,Home Improvement
240037313112,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240037313113,MD,Suburban Periphery,4,Family Landscapes,4,Home Improvement,14,Suburban Periphery,Family Landscapes,Home Improvement
240037401021,MD,Suburban Periphery,4,Affluent Estates,1,Exurbanites,5,Suburban Periphery,Affluent Estates,Exurbanites
240037401022,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240037401023,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240037401031,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240037401032,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240037401033,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240037401034,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240037401041,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240037401042,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240037401043,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240037401051,MD,Urban Periphery,2,Middle Ground,8,Bright Young Professionals,35,Urban Periphery,Middle Ground,Bright Young Professionals
240037401052,MD,Urban Periphery,2,Midtown Singles,11,Metro Fusion,53,Urban Periphery,Midtown Singles,Metro Fusion
240037402011,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240037402012,MD,Urban Periphery,2,Middle Ground,8,Bright Young Professionals,35,Urban Periphery,Middle Ground,Bright Young Professionals
240037402013,MD,Suburban Periphery,4,Family Landscapes,4,Home Improvement,14,Suburban Periphery,Family Landscapes,Home Improvement
240037402014,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240037402031,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240037402032,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240037403031,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240037403032,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240037403041,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240037403042,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240037403051,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240037403052,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240037403053,MD,Urban Periphery,2,Ethnic Enclaves,7,American Dreamers,29,Urban Periphery,Ethnic Enclaves,American Dreamers
240037403054,MD,Suburban Periphery,4,Affluent Estates,1,Boomburbs,3,Suburban Periphery,Affluent Estates,Boomburbs
240037404001,MD,,,,,Unclassified,68,NA,NA,Unclassified
240037405001,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240037405002,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240037405003,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240037406011,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240037406012,MD,Suburban Periphery,4,Scholars and Patriots,14,Military Proximity,65,Suburban Periphery,Scholars and Patriots,Military Proximity
240037406013,MD,Suburban Periphery,4,Scholars and Patriots,14,Military Proximity,65,Suburban Periphery,Scholars and Patriots,Military Proximity
240037406014,MD,Suburban Periphery,4,Scholars and Patriots,14,Military Proximity,65,Suburban Periphery,Scholars and Patriots,Military Proximity
240037406021,MD,Suburban Periphery,4,Scholars and Patriots,14,Military Proximity,65,Suburban Periphery,Scholars and Patriots,Military Proximity
240037406022,MD,Suburban Periphery,4,Scholars and Patriots,14,Military Proximity,65,Suburban Periphery,Scholars and Patriots,Military Proximity
240037406031,MD,Suburban Periphery,4,Scholars and Patriots,14,Military Proximity,65,Suburban Periphery,Scholars and Patriots,Military Proximity
240037406032,MD,Suburban Periphery,4,Scholars and Patriots,14,Military Proximity,65,Suburban Periphery,Scholars and Patriots,Military Proximity
240037407011,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240037407012,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240037407013,MD,Metro Cities,3,GenXurban,5,In Style,17,Metro Cities,GenXurban,In Style
240037407021,MD,Suburban Periphery,4,Upscale Avenues,2,Urban Chic,6,Suburban Periphery,Upscale Avenues,Urban Chic
240037407022,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240037408001,MD,Suburban Periphery,4,Affluent Estates,1,Exurbanites,5,Suburban Periphery,Affluent Estates,Exurbanites
240037408002,MD,Suburban Periphery,4,Affluent Estates,1,Exurbanites,5,Suburban Periphery,Affluent Estates,Exurbanites
240037408003,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240037409001,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240037409002,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240037409003,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240037409004,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240037409005,MD,Suburban Periphery,4,GenXurban,5,Comfortable Empty Nesters,16,Suburban Periphery,GenXurban,Comfortable Empty Nesters
240037410001,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240037410002,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240037501011,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240037501012,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240037501013,MD,Metro Cities,3,Middle Ground,8,Hardscrabble Road,39,Metro Cities,Middle Ground,Hardscrabble Road
240037501014,MD,Metro Cities,3,Middle Ground,8,Front Porches,37,Metro Cities,Middle Ground,Front Porches
240037501021,MD,Urban Periphery,2,Ethnic Enclaves,7,American Dreamers,29,Urban Periphery,Ethnic Enclaves,American Dreamers
240037501022,MD,Metro Cities,3,Middle Ground,8,Front Porches,37,Metro Cities,Middle Ground,Front Porches
240037502011,MD,Suburban Periphery,4,GenXurban,5,Comfortable Empty Nesters,16,Suburban Periphery,GenXurban,Comfortable Empty Nesters
240037502012,MD,Rural,6,Rustic Outposts,10,Rural Bypasses,50,Rural,Rustic Outposts,Rural Bypasses
240037502021,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240037502022,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240037502031,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240037503001,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240037503002,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240037504001,MD,Suburban Periphery,4,GenXurban,5,Comfortable Empty Nesters,16,Suburban Periphery,GenXurban,Comfortable Empty Nesters
240037504002,MD,Suburban Periphery,4,Affluent Estates,1,Exurbanites,5,Suburban Periphery,Affluent Estates,Exurbanites
240037504003,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240037504004,MD,Suburban Periphery,4,GenXurban,5,Comfortable Empty Nesters,16,Suburban Periphery,GenXurban,Comfortable Empty Nesters
240037508011,MD,Suburban Periphery,4,GenXurban,5,Comfortable Empty Nesters,16,Suburban Periphery,GenXurban,Comfortable Empty Nesters
240037508012,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240037508013,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240037508014,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240037508031,MD,Urban Periphery,2,Middle Ground,8,Bright Young Professionals,35,Urban Periphery,Middle Ground,Bright Young Professionals
240037508032,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240037508033,MD,Urban Periphery,2,Midtown Singles,11,Metro Fusion,53,Urban Periphery,Midtown Singles,Metro Fusion
240037508034,MD,Urban Periphery,2,Middle Ground,8,Bright Young Professionals,35,Urban Periphery,Middle Ground,Bright Young Professionals
240037508035,MD,Urban Periphery,2,Middle Ground,8,Bright Young Professionals,35,Urban Periphery,Middle Ground,Bright Young Professionals
240037508041,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240037508042,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240037509001,MD,Metro Cities,3,Middle Ground,8,Old and Newcomers,38,Metro Cities,Middle Ground,Old and Newcomers
240037509002,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240037509003,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240037510001,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240037510002,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240037510003,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240037511021,MD,Metro Cities,3,Middle Ground,8,Old and Newcomers,38,Metro Cities,Middle Ground,Old and Newcomers
240037511022,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240037511031,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240037511032,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240037511033,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240037511034,MD,Metro Cities,3,Middle Ground,8,Front Porches,37,Metro Cities,Middle Ground,Front Porches
240037512001,MD,Suburban Periphery,4,GenXurban,5,Comfortable Empty Nesters,16,Suburban Periphery,GenXurban,Comfortable Empty Nesters
240037512002,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240037512003,MD,Rural,6,Cozy Country Living,6,The Great Outdoors,23,Rural,Cozy Country Living,The Great Outdoors
240037514001,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240037514002,MD,Suburban Periphery,4,Senior Styles,9,Golden Years,41,Suburban Periphery,Senior Styles,Golden Years
240037514003,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240037515001,MD,Urban Periphery,2,Midtown Singles,11,Metro Fusion,53,Urban Periphery,Midtown Singles,Metro Fusion
240037515002,MD,Urban Periphery,2,Middle Ground,8,City Lights,33,Urban Periphery,Middle Ground,City Lights
240037515003,MD,Semirural,5,Rustic Outposts,10,Down the Road,49,Semirural,Rustic Outposts,Down the Road
240037515004,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240037516001,MD,Suburban Periphery,4,Senior Styles,9,The Elders,42,Suburban Periphery,Senior Styles,The Elders
240037516002,MD,Suburban Periphery,4,Affluent Estates,1,Exurbanites,5,Suburban Periphery,Affluent Estates,Exurbanites
240037516003,MD,Suburban Periphery,4,Senior Styles,9,The Elders,42,Suburban Periphery,Senior Styles,The Elders
240037517001,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240037517002,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240039800001,MD,,,,,Unclassified,68,NA,NA,Unclassified
240054001001,MD,Metro Cities,3,GenXurban,5,In Style,17,Metro Cities,GenXurban,In Style
240054001002,MD,Suburban Periphery,4,Senior Styles,9,The Elders,42,Suburban Periphery,Senior Styles,The Elders
240054001003,MD,Suburban Periphery,4,Senior Styles,9,The Elders,42,Suburban Periphery,Senior Styles,The Elders
240054002001,MD,Urban Periphery,2,Middle Ground,8,Bright Young Professionals,35,Urban Periphery,Middle Ground,Bright Young Professionals
240054002002,MD,Urban Periphery,2,Middle Ground,8,City Lights,33,Urban Periphery,Middle Ground,City Lights
240054004001,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
